Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Gender,Age,Email,Phone,Region,State,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Order_Priority,Customer_Segment,Delivery_Days,Customer_Rating,Returned
ORD000028,2025-05-15,2025-05-21,CUST01756,Aadhya Dua,Female,40,chatura32@example.com,4235197486,Central,Chhattisgarh,Bilaspur,P1066,Jeans,Clothing,Sony,9,37000,30.0,233100.0,249980.85,-16880.85,Credit Card,Critical,Regular,6,4.0,No
ORD000029,2024-08-18,2024-08-21,CUST01674,Tripti Bandi,Female,58,devika05@example.net,3661571661,Central,Madhya Pradesh,Indore,P1063,T-Shirt,Clothing,Puma,2,1442,0.0,2884.0,1647.62,1236.38,Cash,High,Corporate,3,5.0,No
ORD000030,2025-10-09,2025-10-14,CUST00766,Ronith Nath,Male,59,,,South,Telangana,Hyderabad,P1115,Iron,Home & Kitchen,Apple,2,17646,,31762.8,26156.1,5606.7,Cash,Low,Regular,5,,Yes
ORD000031,2023-11-30,2023-12-07,CUST03704,Pallavi Contractor,Female,22,libnikhurana@example.net,07824259625,East,West Bengal,Asansol,P1060,Recliner,Furniture,Prestige,7,59677,25.0,313304.25,244920.9,68383.35,Net Banking,High,Corporate,7,2.0,Yes
ORD000032,2025-07-19,2025-07-23,CUST00323,Raghav Virk,Male,43,,,West,Rajasthan,Jodhpur,P1001,Laptop,Electronics,HP,10,32598,,244485.0,201117.7,43367.3,UPI,Critical,Regular,4,,No
ORD000033,2024-01-02,2024-01-05,CUST02877,Pranit Butala,Male,57,ishitamorar@example.com,+911684104667,South,Telangana,Nizamabad,P1039,Sofa,Furniture,Sony,8,73012,15.0,496481.6,472086.16,24395.44,Debit Card,Low,Regular,3,4.0,Yes
ORD000034,2022-06-28,2022-06-29,CUST00135,Aarna Kar,Female,57,,,East,Bihar,Darbhanga,P1033,Office Chair,Furniture,LG,2,56655,,90648.0,92840.2,-2192.2,Credit Card,Medium,Corporate,1,,No
ORD000035,2022-10-08,2022-10-12,CUST00743,Victor Borde,Male,52,khatribakhshi@example.net,3120020152,South,Kerala,Kochi,P1128,Basketball,Sports,Lenovo,5,97042,30.0,339647.0,401436.65,-61789.65,Net Banking,Low,Regular,4,1.0,No
ORD000036,2023-07-23,2023-07-26,CUST03697,Imaran Thakkar,Male,66,,,North,Uttarakhand,Dehradun,P1019,Power Bank,Electronics,LG,10,36934,,332406.0,253375.8,79030.2,Debit Card,Medium,Premium,3,,Yes
ORD000037,2024-04-10,2024-04-13,CUST03692,Ishita Dara,Female,30,pallavi86@example.net,7282967673,North,Punjab,Bathinda,P1136,Yoga Mat,Sports,Sony,4,84580,10.0,304488.0,237778.64,66709.36,Cash,Critical,Premium,3,3.0,No
ORD000038,2025-04-24,2025-04-27,CUST01505,Omaja Lala,Female,61,anvi31@example.com,9648090055,West,Gujarat,Surat,P1123,Cricket Bat,Sports,Cello,1,5729,30.0,4010.3,4695.93,-685.63,Debit Card,High,Premium,3,4.0,No
ORD000039,2023-04-03,2023-04-07,CUST03990,Peter Kaur,Male,38,isaacsinha@example.net,06145035675,South,Telangana,Warangal,P1063,T-Shirt,Clothing,Puma,5,1442,20.0,5768.0,4119.05,1648.95,Debit Card,Low,Regular,4,2.0,No
ORD000040,2022-12-16,2022-12-19,CUST03051,Eiravati Murthy,Female,70,,,South,Kerala,Thiruvananthapuram,P1012,Smartwatch,Electronics,Puma,9,50297,,316871.1,262104.39,54766.71,Credit Card,Low,Regular,3,,No
ORD000041,2025-09-13,2025-09-17,CUST00294,Mahika Bansal,Female,45,batrayutika@example.org,9984381140,West,Goa,Margao,P1111,Cookware Set,Home & Kitchen,HP,6,79776,30.0,335059.2,293506.56,41552.64,Credit Card,Medium,Corporate,4,2.0,No
ORD000042,2023-07-15,2023-07-20,CUST01441,Jairaj Swaminathan,Male,22,ekta42@example.net,+917911895671,South,Kerala,Kozhikode,P1014,Headphones,Electronics,Nike,7,16861,10.0,106224.3,99371.02,6853.28,Net Banking,Critical,Premium,5,2.0,No
ORD000043,2023-06-06,2023-06-12,CUST02415,Priya Gandhi,Female,68,hravi@example.com,+916198193094,Central,Chhattisgarh,Bilaspur,P1129,Basketball,Sports,Milton,10,54464,20.0,435712.0,430630.8,5081.2,Cash,Low,Regular,6,1.0,No
ORD000044,2025-09-23,2025-09-28,CUST00306,Ekbal Narasimhan,Male,43,dwason@example.net,07103204979,East,Odisha,Puri,P1032,Office Chair,Furniture,Dell,6,34938,10.0,188665.2,162273.9,26391.3,UPI,Low,Corporate,5,4.0,Yes
ORD000045,2023-06-22,2023-06-29,CUST01167,Rachana De,Female,62,rthaker@example.com,+918128282535,West,Rajasthan,Ajmer,P1109,Cookware Set,Home & Kitchen,Dell,2,14529,10.0,26152.2,22453.84,3698.36,Cash,High,Regular,7,1.0,No
ORD000046,2024-04-29,2024-05-04,CUST02741,Bakhshi Lall,Male,62,darpan51@example.com,6266641061,North,Haryana,Panipat,P1119,Air Fryer,Home & Kitchen,Cello,6,91073,15.0,464472.3,448723.2,15749.1,Net Banking,High,Regular,5,2.0,No
ORD000047,2025-12-19,2025-12-21,CUST01972,Om Dar,Male,61,rsen@example.org,2850436068,Central,Chhattisgarh,Durg,P1113,Vacuum Cleaner,Home & Kitchen,Boat,10,7158,30.0,50106.0,41351.0,8755.0,Cash,High,Regular,2,4.0,No
ORD000048,2025-06-13,2025-06-16,CUST01867,Yashodhara Kara,Female,38,ranbirnadkarni@example.net,0587259634,East,West Bengal,Kolkata,P1071,Shirt,Clothing,Boat,7,46938,0.0,328566.0,222463.36,106102.64,Credit Card,Medium,Regular,3,2.0,No
ORD000049,2023-07-10,2023-07-11,CUST01714,Samaksh Varty,Male,34,lataijaya@example.net,+916351030365,East,Bihar,Bhagalpur,P1085,Sweater,Clothing,Cello,9,25390,10.0,205659.0,146020.68,59638.32,Credit Card,Medium,Regular,1,1.0,No
ORD000050,2023-06-24,2023-06-28,CUST03696,Ikbal Nayar,Male,29,petersharma@example.net,8392192128,Central,Madhya Pradesh,Gwalior,P1007,Tablet,Electronics,Boat,2,29393,0.0,58786.0,40254.46,18531.54,Credit Card,Critical,Regular,4,5.0,No
ORD000051,2024-07-08,2024-07-10,CUST03995,Sachi Mander,Female,45,dakshesh60@example.net,7470790815,South,Karnataka,Bengaluru,P1051,Study Table,Furniture,Godrej,9,40806,5.0,348891.3,228371.67,120519.63,Net Banking,Medium,Corporate,2,3.0,No
ORD000052,2023-03-24,2023-03-30,CUST03729,Indali Gaba,Female,18,voraaarush@example.org,2950772042,Central,Madhya Pradesh,Jabalpur,P1109,Cookware Set,Home & Kitchen,Dell,9,14529,0.0,130761.0,101042.28,29718.72,Net Banking,Low,Premium,6,1.0,No
ORD000053,2022-06-24,2022-07-01,CUST02029,David Varghese,Male,52,glad@example.net,02772029946,West,Gujarat,Surat,P1114,Vacuum Cleaner,Home & Kitchen,Nike,7,56018,0.0,392126.0,313232.01,78893.99,Cash,Low,Corporate,7,2.0,No
ORD000054,2024-02-05,2024-02-08,CUST00947,Bimala Bansal,Female,41,lankagabriel@example.org,05782729751,North,Uttarakhand,Roorkee,P1028,Mouse,Electronics,Boat,5,28369,0.0,141845.0,105905.95,35939.05,Cash,Critical,Corporate,3,3.0,No
ORD000055,2024-05-30,2024-05-31,CUST03528,Aadhya Sarma,Female,47,uwable@example.com,3896168094,Central,Chhattisgarh,Bilaspur,P1045,Wardrobe,Furniture,Nike,3,82459,25.0,185532.75,158205.87,27326.88,Cash,Low,Regular,1,5.0,Yes
ORD000056,2024-08-23,2024-08-28,CUST01145,Lopa Bajwa,Female,69,brahmbhattwyatt@example.net,2068173802,North,Punjab,Amritsar,P1137,Yoga Mat,Sports,Nike,9,89565,0.0,806085.0,680613.75,125471.25,UPI,Medium,Premium,5,1.0,No
ORD000057,2024-09-21,2024-09-27,CUST02075,Maanas Sarkar,Male,53,sdar@example.org,6804292026,West,Gujarat,Ahmedabad,P1024,Monitor,Electronics,Lenovo,7,35882,15.0,213497.9,212708.44,789.46,Credit Card,Medium,Premium,6,4.0,No
ORD000058,2023-12-02,2023-12-09,CUST02754,Gautam Sridhar,Male,65,vsalvi@example.net,+915119111094,South,Kerala,Kozhikode,P1008,Tablet,Electronics,Cello,8,36963,15.0,251348.4,234442.72,16905.68,Debit Card,High,Premium,7,3.0,No
ORD000059,2025-06-18,2025-06-19,CUST02302,Pranav Batta,Male,58,gaurangbose@example.net,00195006533,South,Karnataka,Belagavi,P1020,Power Bank,Electronics,HP,4,48319,10.0,173948.4,115732.92,58215.48,Net Banking,High,Corporate,1,1.0,No
ORD000060,2023-05-28,2023-05-30,CUST00385,Simon Dhaliwal,Male,23,gaurang07@example.com,+916724584224,South,Telangana,Khammam,P1045,Wardrobe,Furniture,Nike,6,82459,30.0,346327.8,316411.74,29916.06,UPI,Medium,Premium,2,1.0,Yes
ORD000061,2025-07-02,2025-07-04,CUST03240,Waida Dutta,Female,29,jagvidara@example.com,01004413037,Central,Chhattisgarh,Raipur,P1069,Jacket,Clothing,Dell,10,32350,10.0,291150.0,254072.3,37077.7,Cash,Low,Corporate,2,2.0,No
ORD000062,2025-06-20,2025-06-26,CUST00440,Niharika Prabhu,Female,19,balaoeshi@example.net,+910756957888,North,Haryana,Faridabad,P1119,Air Fryer,Home & Kitchen,Cello,3,91073,5.0,2076464.4,224361.6,351964.5,UPI,Medium,Premium,6,2.0,No
ORD000063,2025-10-22,2025-10-28,CUST01254,Eshana Ramachandran,Female,53,rakshabasu@example.net,08214130996,West,Gujarat,Vadodara,P1086,Sweater,Clothing,Godrej,2,8165,10.0,14697.0,11818.9,2878.1,Debit Card,Low,Premium,6,3.0,No
ORD000064,2022-02-16,2022-02-18,CUST03080,Arya Mukhopadhyay,Female,37,divyanori@example.net,00506516861,North,Punjab,Bathinda,P1130,Badminton Racket,Sports,LG,7,92417,10.0,582227.1,376784.17,205442.93,Cash,Critical,Regular,2,4.0,Yes
ORD000065,2024-02-29,2024-03-04,CUST01591,Ria Saraf,Female,58,hsastry@example.org,+914671930437,South,Karnataka,Bengaluru,P1120,Air Fryer,Home & Kitchen,Samsung,5,72011,25.0,270041.25,201921.9,68119.35,UPI,High,Premium,4,3.0,Yes
ORD000066,2024-11-04,2024-11-08,CUST02459,Logan Mody,Male,41,vsrinivasan@example.net,08754252576,North,Delhi,Janakpuri,P1063,T-Shirt,Clothing,Puma,7,1442,5.0,9589.3,5766.67,3822.63,Debit Card,Medium,Corporate,4,4.0,Yes
ORD000067,2023-06-07,2023-06-13,CUST02707,Ranbir Agate,Male,30,gulatisamar@example.org,+918893544292,South,Kerala,Thrissur,P1023,Monitor,Electronics,Sony,3,21917,15.0,55888.35,45281.28,10607.07,Cash,Low,Regular,6,4.0,No
ORD000068,2025-04-09,2025-04-12,CUST01812,Yashoda Mohan,Female,23,williamsane@example.net,1328586923,North,Delhi,Rohini,P1099,Pressure Cooker,Home & Kitchen,Nike,1,41941,15.0,35649.85,34756.74,893.11,Credit Card,Medium,Premium,3,3.0,No
ORD000069,2022-12-10,2022-12-16,CUST00494,Theodore Bedi,Male,43,oscarsama@example.net,2066239502,North,Delhi,Karol Bagh,P1055,Coffee Table,Furniture,Dell,1,22143,5.0,21035.85,13939.39,7096.46,Net Banking,Medium,Premium,6,3.0,No
ORD000070,2024-08-04,2024-08-11,CUST02717,Ekiya Trivedi,Female,58,sekhonkabir@example.net,8767132456,East,West Bengal,Durgapur,P1043,Wardrobe,Furniture,Bajaj,2,66112,5.0,125612.8,102948.1,22664.7,Cash,High,Corporate,7,5.0,No
ORD000071,2025-02-19,2025-02-24,CUST01261,Gavin Dube,Male,48,harinakshi38@example.org,00079080551,South,Karnataka,Mangalore,P1014,Headphones,Electronics,Nike,2,16861,20.0,26977.6,28391.72,-1414.12,Net Banking,High,Regular,5,3.0,No
ORD000072,2024-02-26,2024-03-03,CUST02940,Sachi Deshpande,Female,28,sahniyauvani@example.com,+913211071581,West,Gujarat,Rajkot,P1126,Football,Sports,HP,6,98735,20.0,473928.0,353293.2,120634.8,Net Banking,High,Premium,6,1.0,No
ORD000073,2024-03-17,2024-03-23,CUST00611,Krishna Varkey,Female,31,veerdave@example.org,4320928787,Central,Chhattisgarh,Bilaspur,P1049,Study Table,Furniture,Havells,5,3052,10.0,13734.0,8905.15,4828.85,Debit Card,Medium,Regular,6,3.0,No
ORD000074,2025-04-11,2025-04-12,CUST02179,Dominic Rajagopal,Male,51,golakashish@example.com,06041077013,West,Maharashtra,Mumbai,P1135,Gym Gloves,Sports,Adidas,1,43525,10.0,39172.5,27576.61,11595.89,Cash,High,Regular,1,3.0,Yes
ORD000075,2024-12-13,2024-12-17,CUST01096,Hredhaan Mishra,Male,59,qrandhawa@example.com,0199914605,Central,Chhattisgarh,Bilaspur,P1128,Basketball,Sports,Lenovo,8,97042,20.0,621068.8,642298.64,-21229.84,Debit Card,Critical,Regular,4,3.0,No
ORD000076,2022-05-22,2022-05-27,CUST01034,Vivaan Ramachandran,Male,55,omkaar84@example.net,+916210311194,East,Odisha,Bhubaneswar,P1031,Office Chair,Furniture,Nike,10,98147,15.0,834249.5,705098.3,129151.2,Debit Card,Low,Regular,5,5.0,No
ORD000077,2025-11-03,2025-11-06,CUST01675,Ishanvi Oza,Female,50,laksh22@example.net,+917922670258,West,Maharashtra,Pune,P1122,Cricket Bat,Sports,Milton,7,5982,15.0,35592.9,26903.1,8689.8,Cash,Critical,Premium,3,5.0,Yes
ORD000078,2022-10-21,2022-10-28,CUST02478,Samaksh Kalla,Male,60,nakshsant@example.net,7842038756,Central,Madhya Pradesh,Bhopal,P1033,Office Chair,Furniture,LG,6,56655,0.0,339930.0,278520.6,61409.4,UPI,Low,Corporate,7,5.0,No
ORD000079,2023-09-27,2023-10-03,CUST02640,Leela Dyal,Female,57,sai89@example.org,+911899979235,North,Haryana,Ambala,P1014,Headphones,Electronics,Nike,2,16861,15.0,28663.7,28391.72,271.98,Credit Card,Medium,Premium,6,1.0,No
ORD000080,2025-12-06,2025-12-13,CUST03113,Meghana Chhabra,Female,66,banerjeejasmit@example.org,+914810171105,South,Telangana,Khammam,P1053,TV Unit,Furniture,Milton,7,9571,0.0,66997.0,56504.98,10492.02,Credit Card,Low,Regular,7,1.0,No
ORD000081,2025-09-21,2025-09-24,CUST02811,Vrishti Khanna,Female,24,shenoyganga@example.com,9750085032,West,Goa,Vasco,P1100,Water Bottle,Home & Kitchen,Sony,1,81916,25.0,61437.0,69590.62,-8153.62,Net Banking,Medium,Corporate,3,5.0,No
ORD000082,2022-06-29,2022-07-03,CUST01789,Inaya Mangat,Female,23,rohan91@example.net,06015379345,South,Telangana,Hyderabad,P1148,Helmet,Sports,Sony,5,87451,10.0,393529.5,351729.95,41799.55,Cash,Critical,Premium,4,3.0,No
ORD000083,2023-08-15,2023-08-21,CUST01660,Qushi Kata,Female,27,qarin76@example.org,+918644930937,North,Haryana,Gurugram,P1147,Dumbbell,Sports,Cello,3,26325,25.0,59231.25,52065.57,7165.68,Cash,Critical,Premium,6,2.0,No
ORD000084,2025-11-08,2025-11-13,CUST03465,Manan Mohan,Male,60,widisha92@example.com,+915832063502,East,West Bengal,Siliguri,P1019,Power Bank,Electronics,LG,6,36934,0.0,221604.0,152025.48,69578.52,Credit Card,Critical,Corporate,5,1.0,No
ORD000085,2024-11-06,2024-11-07,CUST00967,Aditya Srivastava,Male,57,bhattivihaan@example.net,+915538273545,South,Telangana,Hyderabad,P1144,Tennis Ball,Sports,Nilkamal,6,6317,10.0,34111.8,28905.42,5206.38,Debit Card,High,Premium,1,1.0,No
ORD000086,2025-10-19,2025-10-23,CUST01833,Ridhi Parekh,Female,56,umahal@example.org,9536637598,South,Telangana,Khammam,P1134,Gym Gloves,Sports,Reebok,2,87011,30.0,121815.4,105794.74,16020.66,Net Banking,High,Regular,4,4.0,No
ORD000087,2025-03-04,2025-03-06,CUST03328,Sudiksha Rattan,Female,53,umohanty@example.org,+919231234091,North,Punjab,Amritsar,P1131,Badminton Racket,Sports,Nike,7,5575,25.0,29268.75,31515.75,-2247.0,Debit Card,Critical,Corporate,2,4.0,No
ORD000088,2022-01-29,2022-02-01,CUST03330,Noah Balakrishnan,Male,63,sidhukashvi@example.org,+913068549741,West,Gujarat,Surat,P1046,Bookshelf,Furniture,Nilkamal,10,49509,10.0,445581.0,385552.9,60028.1,Credit Card,Low,Regular,3,1.0,No
ORD000089,2023-03-25,2023-03-27,CUST00271,Nitesh Mani,Male,29,gayathri19@example.com,05153123029,East,Jharkhand,Jamshedpur,P1042,Bed,Furniture,Cello,10,38969,10.0,350721.0,265156.6,85564.4,Cash,Medium,Premium,2,2.0,No
ORD000090,2024-01-31,2024-02-01,CUST03487,Yug Lad,Male,18,finn87@example.com,06311010153,South,Telangana,Karimnagar,P1109,Cookware Set,Home & Kitchen,Dell,9,14529,5.0,124222.95,101042.28,23180.67,Net Banking,Critical,Regular,1,4.0,No
ORD000091,2025-04-30,2025-05-02,CUST03039,Timothy Basak,Male,43,deepa25@example.net,1743869571,West,Gujarat,Ahmedabad,P1125,Football,Sports,LG,2,53764,5.0,102151.6,90554.82,11596.78,Credit Card,High,Corporate,2,5.0,No
ORD000092,2025-12-04,2025-12-08,CUST03310,Zayan Zachariah,Male,49,kkeer@example.org,+915988966994,South,Telangana,Warangal,P1061,T-Shirt,Clothing,LG,10,3257,15.0,27684.5,23661.9,4022.6,Net Banking,Critical,Corporate,4,3.0,No
ORD000093,2024-11-05,2024-11-11,CUST01959,Ekaja Dugal,Female,70,khoslateerth@example.org,07064492781,Central,Chhattisgarh,Rajnandgaon,P1084,Track Pant,Clothing,Lenovo,10,60138,15.0,511173.0,382222.0,128951.0,Net Banking,Critical,Regular,6,1.0,No
ORD000094,2022-04-30,2022-05-03,CUST01843,Praneel Ram,Male,46,idikakarpe@example.net,2434436405,North,Uttarakhand,Haridwar,P1001,Laptop,Electronics,HP,3,32598,15.0,83124.9,60335.31,22789.59,Cash,Critical,Corporate,3,3.0,Yes
ORD000095,2023-01-11,2023-01-13,CUST02496,Max Malhotra,Male,38,hemalrastogi@example.net,05326775173,South,Tamil Nadu,Trichy,P1010,Smartwatch,Electronics,Lenovo,6,36921,30.0,155068.2,132172.14,22896.06,Credit Card,High,Regular,2,1.0,No
ORD000096,2023-04-27,2023-04-28,CUST03331,Kritika Dutta,Female,63,vmand@example.org,08744090070,Central,Chhattisgarh,Korba,P1047,Bookshelf,Furniture,Boat,2,71197,5.0,135274.3,119048.5,16225.8,Credit Card,Low,Regular,1,3.0,No
ORD000097,2024-09-26,2024-09-30,CUST02804,Irya Kaur,Female,68,,,Central,Madhya Pradesh,Ujjain,P1007,Tablet,Electronics,Boat,4,29393,,117572.0,80508.92,37063.08,Net Banking,Critical,Regular,4,,No
ORD000098,2024-08-13,2024-08-19,CUST03618,David Dixit,Male,35,wpai@example.net,+913145200493,East,West Bengal,Kolkata,P1012,Smartwatch,Electronics,Puma,1,50297,30.0,35207.9,29122.71,6085.19,Debit Card,Medium,Premium,6,3.0,No
ORD000099,2022-01-10,2022-01-14,CUST00715,Anita Grover,Female,26,indirabasak@example.org,04636138856,East,Bihar,Gaya,P1055,Coffee Table,Furniture,Dell,3,22143,5.0,63107.55,41818.17,21289.38,Credit Card,Medium,Premium,4,1.0,No
ORD000100,2024-05-04,2024-05-08,CUST01050,Praneel Tandon,Male,62,wbatra@example.com,+918922495546,North,Uttarakhand,Dehradun,P1089,Blazer,Clothing,Apple,4,70115,25.0,210345.0,167499.08,42845.92,Credit Card,High,Premium,4,4.0,No
ORD000101,2025-06-24,2025-06-30,CUST01798,Samarth Pradhan,Male,42,babuzayan@example.com,09834670461,West,Gujarat,Bhavnagar,P1021,Power Bank,Electronics,Prestige,5,47066,5.0,223563.5,144222.5,79341.0,Debit Card,Low,Regular,6,5.0,No
ORD000102,2023-09-03,2023-09-04,CUST02303,Chaitanya Yadav,Male,19,patilvamakshi@example.net,8931334665,East,Odisha,Sambalpur,P1051,Study Table,Furniture,Godrej,1,40806,5.0,38765.7,25374.63,13391.07,Cash,Low,Regular,1,4.0,No
